category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Stencil / structured-grid PDE,LUD; Hotspot stencil; Needleman-Wunsch,SC,2022,Memory Optimizations in an Array Language,Philip Munksgaard; Troels Henriksen; Ponnuswamy Sadayappan; Cosmin E. Oancea,nvidia-gpu,codegen,high,6,10.1109/SC41404.2022.00036,https://dblp.org/rec/conf/sc/MunksgaardHSO22,,Functional array-language compiler with cost-free layout memory optimizations for GPU kernels,verified,https://github.com/diku-dk/futhark-mem-sc22,0,,
Parallel primitives,LUD; Hotspot stencil; Needleman-Wunsch,SC,2022,Memory Optimizations in an Array Language,Philip Munksgaard; Troels Henriksen; Ponnuswamy Sadayappan; Cosmin E. Oancea,nvidia-gpu,codegen,high,6,10.1109/SC41404.2022.00036,https://dblp.org/rec/conf/sc/MunksgaardHSO22,,Functional array-language compiler with cost-free layout memory optimizations for GPU kernels,verified,https://github.com/diku-dk/futhark-mem-sc22,0,,
Dense linear algebra,"tile Cholesky factorization (mixed precision, low-rank)",SC,2022,Reshaping Geostatistical Modeling and Prediction for Extreme-Scale Environmental Applications,Qinglei Cao; Sameh Abdulah; Rabab Alomairy; Yu Pei; Pratik Nag; George Bosilca et al.,arm-cpu; distributed,manual,high,23,10.1109/SC41404.2022.00007,https://dblp.org/rec/conf/sc/CaoAAPNBDGKLS22,,"Mixed-precision, low-rank tile Cholesky for geostatistics covariance matrices, 12x speedup on Fugaku",likely,https://github.com/ecrc/exageostat,0,,
Dense linear algebra,H2-matrix Cholesky/LU factorization,SC,2022,Scalable Linear Time Dense Direct Solver for 3-D Problems without Trailing Sub-Matrix Dependencies,Qianxiang Ma; Sameer Deshmukh; Rio Yokota,cpu; distributed,algorithmic,high,7,10.1109/SC41404.2022.00088,https://dblp.org/rec/conf/sc/MaDY22,,"Linear-time HSS/H2 dense direct solver removes trailing-matrix dependency, up to 4700x vs LORAPO",none,,0,,
Dense linear algebra,HODLR factorization; batched dense solve,SC,2022,Solving Linear Systems on a GPU with Hierarchically Off-Diagonal Low-Rank Approximations,Chao Chen 0008; Per-Gunnar Martinsson,nvidia-gpu,manual,high,5,10.1109/SC41404.2022.00089,https://dblp.org/rec/conf/sc/ChenM22,,"GPU HODLR-matrix factorization/solve via batched dense linear algebra, millions of unknowns in seconds",none,,0,,
Sparse linear algebra,HODLR factorization; batched dense solve,SC,2022,Solving Linear Systems on a GPU with Hierarchically Off-Diagonal Low-Rank Approximations,Chao Chen 0008; Per-Gunnar Martinsson,nvidia-gpu,manual,high,5,10.1109/SC41404.2022.00089,https://dblp.org/rec/conf/sc/ChenM22,,"GPU HODLR-matrix factorization/solve via batched dense linear algebra, millions of unknowns in seconds",none,,0,,
Dense linear algebra,Cholesky factorization,SC,2022,Symmetric Block-Cyclic Distribution: Fewer Communications Leads to Faster Dense Cholesky Factorization,Olivier Beaumont; Philippe Duchon; Lionel Eyraud-Dubois; Julien Langou; Mathieu Vérité,distributed; cpu,algorithmic,high,6,10.1109/SC41404.2022.00034,https://dblp.org/rec/conf/sc/BeaumontDELV22,,Symmetric block-cyclic distribution cuts communication for distributed dense Cholesky factorization,none,,0,,
Dense linear algebra,batched SVD (one-sided Jacobi),SC,2022,W-Cycle SVD: A Multilevel Algorithm for Batched SVD on GPUs,Junmin Xiao; Yunfei Pang; Qing Xue; Chaoyang Shui; Ke Meng; Hui Ma et al.,nvidia-gpu,manual,high,4,10.1109/SC41404.2022.00087,https://dblp.org/rec/conf/sc/XiaoPXSMMLZT22,,"W-cycle SVD: size-oblivious multilevel batched Jacobi SVD on GPU, up to 10.2x over cuSOLVER",none,,0,,
Dense linear algebra,tensor-vector multiplication,TPDS,2022,A Native Tensor-Vector Multiplication Algorithm for High Performance Computing,Pedro J. Martínez-Ferrer; A. N. Yzelman; Vicenç Beltran 0001,cpu,manual,high,2,10.1109/TPDS.2022.3153113,https://dblp.org/rec/journals/tpds/Martinez-Ferrer22,http://hdl.handle.net/2117/363347,"Cache-aware, vectorized, NUMA-aware TVM algorithm reaching 62-76% of DDR/HBM bandwidth.",none,,0,,
Tensor algebra,tensor-vector multiplication,TPDS,2022,A Native Tensor-Vector Multiplication Algorithm for High Performance Computing,Pedro J. Martínez-Ferrer; A. N. Yzelman; Vicenç Beltran 0001,cpu,manual,high,2,10.1109/TPDS.2022.3153113,https://dblp.org/rec/journals/tpds/Martinez-Ferrer22,http://hdl.handle.net/2117/363347,"Cache-aware, vectorized, NUMA-aware TVM algorithm reaching 62-76% of DDR/HBM bandwidth.",none,,0,,
Dense linear algebra,Cholesky factorization; TRSM,TPDS,2022,Accelerating Geostatistical Modeling and Prediction With Mixed-Precision Computations: A High-Productivity Approach With PaRSEC,Sameh Abdulah; Qinglei Cao; Yu Pei; George Bosilca; Jack J. Dongarra; Marc G. Genton et al.,distributed; nvidia-gpu; cpu,algorithmic,high,39,10.1109/TPDS.2021.3084071,https://dblp.org/rec/journals/tpds/AbdulahCPBDGKLS22,,"Three-precision (FP64/32/16) tile Cholesky for geostatistical MLE via PaRSEC, up to 2.64x on Summit",likely,https://github.com/ecrc/exageostat,0,,
Dense linear algebra,2D convolution,TPDS,2022,Design and Implementation of 2D Convolution on x86/x64 Processors,Vasilios I. Kelefouras; Georgios Keramidas,cpu,manual,high,13,10.1109/TPDS.2022.3171471,https://dblp.org/rec/journals/tpds/KelefourasK22,https://ieeexplore.ieee.org/ielx7/71/9790018/09765671.pdf,"Hand-vectorized/blocked 2D direct convolution on x86/x64, up to 618x over MKL direct-conv routine",none,,0,,
ML kernels (HPC-crossing),2D convolution,TPDS,2022,Design and Implementation of 2D Convolution on x86/x64 Processors,Vasilios I. Kelefouras; Georgios Keramidas,cpu,manual,high,13,10.1109/TPDS.2022.3171471,https://dblp.org/rec/journals/tpds/KelefourasK22,https://ieeexplore.ieee.org/ielx7/71/9790018/09765671.pdf,"Hand-vectorized/blocked 2D direct convolution on x86/x64, up to 618x over MKL direct-conv routine",none,,0,,
Dense linear algebra,GEMM,TPDS,2022,Flexible Performant GEMM Kernels on GPUs,Thomas Faingnaert; Tim Besard; Bjorn De Sutter,nvidia-gpu,library,high,0,10.1109/TPDS.2021.3136457,https://dblp.org/rec/journals/tpds/FaingnaertBS22,https://arxiv.org/pdf/2009.12263,Flexible Julia abstractions for composable GEMM kernels matching cuBLAS/CUTLASS performance,none,,0,,
Dense linear algebra,symbolic LU factorization,TPDS,2022,gSoFa: Scalable Sparse Symbolic LU Factorization on GPUs,Anil Gaihre; Xiaoye Sherry Li; Hang Liu 0001,nvidia-gpu; distributed,manual,high,12,10.1109/TPDS.2021.3090316,https://dblp.org/rec/journals/tpds/GaihreLL22,https://www.osti.gov/biblio/1960228,"gSoFa: SIMT-friendly GPU symbolic sparse LU factorization, up to 31x speedup on Summit.",verified,https://github.com/Anil-Gaihre/gSoFa,5,,2021-06-02
Sparse linear algebra,symbolic LU factorization,TPDS,2022,gSoFa: Scalable Sparse Symbolic LU Factorization on GPUs,Anil Gaihre; Xiaoye Sherry Li; Hang Liu 0001,nvidia-gpu; distributed,manual,high,12,10.1109/TPDS.2021.3090316,https://dblp.org/rec/journals/tpds/GaihreLL22,https://www.osti.gov/biblio/1960228,"gSoFa: SIMT-friendly GPU symbolic sparse LU factorization, up to 31x speedup on Summit.",verified,https://github.com/Anil-Gaihre/gSoFa,5,,2021-06-02
Dense linear algebra,dot product; convolution,ASPLOS,2021,VeGen: a vectorizer generator for SIMD and beyond,Yishen Chen; Charith Mendis; Michael Carbin; Saman P. Amarasinghe,cpu,codegen,high,42,10.1145/3445814.3446692,https://dblp.org/rec/conf/asplos/ChenMCA21,https://dl.acm.org/doi/pdf/10.1145/3445814.3446692,Auto-generates vectorizers for non-SIMD ISAs; speeds up DSP/image/ML kernels over LLVM on CPU,verified,https://github.com/ychen306/vegen,31,MIT,2022-12-01
ML kernels (HPC-crossing),dot product; convolution,ASPLOS,2021,VeGen: a vectorizer generator for SIMD and beyond,Yishen Chen; Charith Mendis; Michael Carbin; Saman P. Amarasinghe,cpu,codegen,high,42,10.1145/3445814.3446692,https://dblp.org/rec/conf/asplos/ChenMCA21,https://dl.acm.org/doi/pdf/10.1145/3445814.3446692,Auto-generates vectorizers for non-SIMD ISAs; speeds up DSP/image/ML kernels over LLVM on CPU,verified,https://github.com/ychen306/vegen,31,MIT,2022-12-01
Dense linear algebra,small GEMM; 2D convolution; QR,ASPLOS,2021,Vectorization for digital signal processors via equality saturation,Alexa VanHattum; Rachit Nigam; Vincent T. Lee; James Bornholt; Adrian Sampson,other,codegen,high,55,10.1145/3445814.3446707,https://dblp.org/rec/conf/asplos/VanHattumNLBS21,,"Equality-saturation compiler vectorizing small linear algebra kernels for DSPs, 3.1x over vendor libraries",none,,0,,
Dense linear algebra,GEMM; conv,CGO,2021,UNIT: Unifying Tensorized Instruction Compilation,Jian Weng 0002; Animesh Jain; Jie Wang 0022; Leyuan Wang; Yida Wang 0003; Tony Nowatzki,cpu; nvidia-gpu; arm-cpu,codegen,high,28,10.1109/CGO51591.2021.9370330,https://dblp.org/rec/conf/cgo/0002JWWWN21,https://arxiv.org/pdf/2101.08458,"UNIT unifies tensorized-instruction codegen (VNNI/Tensor Core/ARM DOT): 1.3x oneDNN, 1.75x cuDNN",none,,0,,
Tensor algebra,GEMM; conv,CGO,2021,UNIT: Unifying Tensorized Instruction Compilation,Jian Weng 0002; Animesh Jain; Jie Wang 0022; Leyuan Wang; Yida Wang 0003; Tony Nowatzki,cpu; nvidia-gpu; arm-cpu,codegen,high,28,10.1109/CGO51591.2021.9370330,https://dblp.org/rec/conf/cgo/0002JWWWN21,https://arxiv.org/pdf/2101.08458,"UNIT unifies tensorized-instruction codegen (VNNI/Tensor Core/ARM DOT): 1.3x oneDNN, 1.75x cuDNN",none,,0,,
ML kernels (HPC-crossing),GEMM; conv,CGO,2021,UNIT: Unifying Tensorized Instruction Compilation,Jian Weng 0002; Animesh Jain; Jie Wang 0022; Leyuan Wang; Yida Wang 0003; Tony Nowatzki,cpu; nvidia-gpu; arm-cpu,codegen,high,28,10.1109/CGO51591.2021.9370330,https://dblp.org/rec/conf/cgo/0002JWWWN21,https://arxiv.org/pdf/2101.08458,"UNIT unifies tensorized-instruction codegen (VNNI/Tensor Core/ARM DOT): 1.3x oneDNN, 1.75x cuDNN",none,,0,,
Dense linear algebra,GEMM; quantized tensor ops,CGO,2021,Unleashing the Low-Precision Computation Potential of Tensor Cores on GPUs,Guangli Li; Jingling Xue; Lei Liu 0030; Xueying Wang 0003; Xiu Ma; Xiao Dong et al.,nvidia-gpu,algorithmic,high,14,10.1109/CGO51591.2021.9370335,https://dblp.org/rec/conf/cgo/LiXLWMDL021,,Quantized Tensor Core execution with residual-based precision refinement for GEMM and linear algebra,none,,0,,
ML kernels (HPC-crossing),GEMM; quantized tensor ops,CGO,2021,Unleashing the Low-Precision Computation Potential of Tensor Cores on GPUs,Guangli Li; Jingling Xue; Lei Liu 0030; Xueying Wang 0003; Xiu Ma; Xiao Dong et al.,nvidia-gpu,algorithmic,high,14,10.1109/CGO51591.2021.9370335,https://dblp.org/rec/conf/cgo/LiXLWMDL021,,Quantized Tensor Core execution with residual-based precision refinement for GEMM and linear algebra,none,,0,,
Dense linear algebra,quantum circuit simulation; MVM,DAC,2021,Bit-Slicing the Hilbert Space: Scaling Up Accurate Quantum Circuit Simulation,Yuan-Hung Tsai; Jie-Hong R. Jiang; Chiao-Shan Jhang,cpu,algorithmic,high,27,10.1109/DAC18074.2021.9586191,https://dblp.org/rec/conf/dac/TsaiJJ21,,Bit-sliced algebraic state encoding scales accurate quantum-circuit simulation to tens of thousands of qubits.,verified,https://github.com/NTU-ALComLab/SliQSim,25,,2025-09-18
Dense linear algebra,GEMM; BLAS-1/2/3,ICS,2021,FT-BLAS: a high performance BLAS implementation with online fault tolerance,Yujia Zhai; Elisabeth Giem; Quan Fan; Kai Zhao 0008; Jinyang Liu 0003; Zizhong Chen,cpu,manual,high,9,10.1145/3447818.3460364,https://dblp.org/rec/conf/ics/ZhaiGFZLC21,https://arxiv.org/pdf/2104.00897,FT-BLAS: fault-tolerant BLAS matching/beating MKL/OpenBLAS/BLIS via assembly + kernel fusion,none,,0,,
Dense linear algebra,quantum circuit simulation,ICS,2021,HyQuas: hybrid partitioner based quantum circuit simulation system on GPU,Chen Zhang 0001; Zeyu Song; Haojie Wang 0004; Kaiyuan Rong; Jidong Zhai,nvidia-gpu,manual,medium,35,10.1145/3447818.3460357,https://dblp.org/rec/conf/ics/ZhangSWRZ21,https://dl.acm.org/doi/pdf/10.1145/3447818.3460357,HyQuas: hybrid-partitioner GPU quantum circuit simulation improving data locality per circuit pattern,verified,https://github.com/thu-pacman/HyQuas,46,Apache-2.0,2022-08-17
Tensor algebra,quantum circuit simulation,ICS,2021,HyQuas: hybrid partitioner based quantum circuit simulation system on GPU,Chen Zhang 0001; Zeyu Song; Haojie Wang 0004; Kaiyuan Rong; Jidong Zhai,nvidia-gpu,manual,medium,35,10.1145/3447818.3460357,https://dblp.org/rec/conf/ics/ZhangSWRZ21,https://dl.acm.org/doi/pdf/10.1145/3447818.3460357,HyQuas: hybrid-partitioner GPU quantum circuit simulation improving data locality per circuit pattern,verified,https://github.com/thu-pacman/HyQuas,46,Apache-2.0,2022-08-17
Dense linear algebra,tile low-rank Cholesky factorization,IPDPS,2021,Leveraging PaRSEC Runtime Support to Tackle Challenging 3D Data-Sparse Matrix Problems,Qinglei Cao; Yu Pei; Kadir Akbudak; George Bosilca; Hatem Ltaief; David E. Keyes et al.,cpu; distributed,library,high,20,10.1109/IPDPS49936.2021.00017,https://dblp.org/rec/conf/ipps/CaoPABLKD21,http://hdl.handle.net/10754/665738,"Rank-aware PaRSEC/HiCMA runtime integration accelerates TLR Cholesky for 3D data-sparse covariance matrices, up to 7x.",likely,https://github.com/ecrc/hicma-x,0,,
Sparse linear algebra,tile low-rank Cholesky factorization,IPDPS,2021,Leveraging PaRSEC Runtime Support to Tackle Challenging 3D Data-Sparse Matrix Problems,Qinglei Cao; Yu Pei; Kadir Akbudak; George Bosilca; Hatem Ltaief; David E. Keyes et al.,cpu; distributed,library,high,20,10.1109/IPDPS49936.2021.00017,https://dblp.org/rec/conf/ipps/CaoPABLKD21,http://hdl.handle.net/10754/665738,"Rank-aware PaRSEC/HiCMA runtime integration accelerates TLR Cholesky for 3D data-sparse covariance matrices, up to 7x.",likely,https://github.com/ecrc/hicma-x,0,,
Dense linear algebra,GEMM,PPoPP,2021,EGEMM-TC: accelerating scientific computing on tensor cores with extended precision,Boyuan Feng; Yuke Wang; Guoyang Chen; Weifeng Zhang 0003; Yuan Xie 0001; Yufei Ding 0001,nvidia-gpu,manual,high,39,10.1145/3437801.3441599,https://dblp.org/rec/conf/ppopp/FengWCZ0D21,https://dl.acm.org/doi/pdf/10.1145/3437801.3441599,"EGEMM-TC: extended-precision GEMM emulation on Tensor Cores, 3-11x over cuBLAS/CUDA cores",none,,0,,
Dense linear algebra,GEMM (arbitrary precision),SC,2021,APNN-TC: accelerating arbitrary precision neural networks on ampere GPU tensor cores,Boyuan Feng; Yuke Wang; Tong Geng; Ang Li 0006; Yufei Ding 0001,nvidia-gpu,manual,high,36,10.1145/3458817.3476157,https://dblp.org/rec/conf/sc/FengWGLD21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476157,"Arbitrary-precision GEMM emulation via int1 Ampere Tensor Core primitives, beats CUTLASS",verified,https://github.com/BoyuanFeng/APNN-TC,20,,2021-08-26
ML kernels (HPC-crossing),GEMM (arbitrary precision),SC,2021,APNN-TC: accelerating arbitrary precision neural networks on ampere GPU tensor cores,Boyuan Feng; Yuke Wang; Tong Geng; Ang Li 0006; Yufei Ding 0001,nvidia-gpu,manual,high,36,10.1145/3458817.3476157,https://dblp.org/rec/conf/sc/FengWGLD21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476157,"Arbitrary-precision GEMM emulation via int1 Ampere Tensor Core primitives, beats CUTLASS",verified,https://github.com/BoyuanFeng/APNN-TC,20,,2021-08-26
Dense linear algebra,GEMM,SC,2021,CAKE: matrix multiplication using constant-bandwidth blocks,H. T. Kung 0001; Vikas Natesh; Andrew Sabot,cpu,algorithmic,high,9,10.1145/3458817.3476166,https://dblp.org/rec/conf/sc/KungNS21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476166,CAKE: constant-bandwidth blocked matrix multiplication for bandwidth-limited memory hierarchies,none,,0,,
Dense linear algebra,SpMM; SDDMM,SC,2021,Efficient tensor core-based GPU kernels for structured sparsity under reduced precision,Zhaodong Chen 0001; Zheng Qu 0002; Liu Liu 0017; Yufei Ding 0001; Yuan Xie 0001,nvidia-gpu,manual,high,49,10.1145/3458817.3476182,https://dblp.org/rec/conf/sc/ChenQLDX21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476182,"Column-vector-sparse Tensor-Core SpMM/SDDMM kernels, 1.71-7.19x over cuSPARSE",none,,0,,
Sparse linear algebra,SpMM; SDDMM,SC,2021,Efficient tensor core-based GPU kernels for structured sparsity under reduced precision,Zhaodong Chen 0001; Zheng Qu 0002; Liu Liu 0017; Yufei Ding 0001; Yuan Xie 0001,nvidia-gpu,manual,high,49,10.1145/3458817.3476182,https://dblp.org/rec/conf/sc/ChenQLDX21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476182,"Column-vector-sparse Tensor-Core SpMM/SDDMM kernels, 1.71-7.19x over cuSPARSE",none,,0,,
ML kernels (HPC-crossing),SpMM; SDDMM,SC,2021,Efficient tensor core-based GPU kernels for structured sparsity under reduced precision,Zhaodong Chen 0001; Zheng Qu 0002; Liu Liu 0017; Yufei Ding 0001; Yuan Xie 0001,nvidia-gpu,manual,high,49,10.1145/3458817.3476182,https://dblp.org/rec/conf/sc/ChenQLDX21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476182,"Column-vector-sparse Tensor-Core SpMM/SDDMM kernels, 1.71-7.19x over cuSPARSE",none,,0,,
Dense linear algebra,GEMM,SC,2021,LIBSHALOM: optimizing small and irregular-shaped matrix multiplications on ARMv8 multi-cores,Weiling Yang; Jianbin Fang; Dezun Dong; Xing Su 0004; Zheng Wang 0001,arm-cpu,manual,high,39,10.1145/3458817.3476217,https://dblp.org/rec/conf/sc/YangFDSW21,https://eprints.whiterose.ac.uk/177559/6/sc21.pdf,"LibShalom: optimized small/irregular-shaped GEMM library for ARMv8 multi-core, beats 5 BLAS libs",verified,https://github.com/AnonymousYWL/LibShalom,30,BSD-3-Clause,2024-04-18
Dense linear algebra,Cholesky factorization; LU factorization,SC,2021,On the parallel I/O optimality of linear algebra kernels: near-optimal matrix factorizations,Grzegorz Kwasniewski; Marko Kabic; Tal Ben-Nun; Alexandros Nikolaos Ziogas; Jens Eirik Saethre; André Gaillard et al.,cpu; distributed,algorithmic,high,18,10.1145/3458817.3476167,https://dblp.org/rec/conf/sc/KwasniewskiKBZS21,https://www.research-collection.ethz.ch/bitstream/20.500.11850/518903/3/3458817.3476167.pdf,"Communication-optimal 2.5D Cholesky/LU factorization schedules, up to 3x faster than MKL/SLATE",verified,https://github.com/anonymousSC21/SC21,0,,
Dense linear algebra,various NumPy/HPC kernels (NPBench),SC,2021,"Productivity, portability, performance: data-centric Python",Alexandros Nikolaos Ziogas; Timo Schneider; Tal Ben-Nun; Alexandru Calotoiu; Tiziano De Matteis; Johannes de Fine Licht et al.,cpu; nvidia-gpu; fpga; distributed,codegen,high,31,10.1145/3458817.3476176,https://dblp.org/rec/conf/sc/ZiogasSBCMLLH21,,DaCe: data-centric compiler generates portable-performance kernels from Python/NumPy for CPU/GPU/FPGA,none,,0,,
Stencil / structured-grid PDE,various NumPy/HPC kernels (NPBench),SC,2021,"Productivity, portability, performance: data-centric Python",Alexandros Nikolaos Ziogas; Timo Schneider; Tal Ben-Nun; Alexandru Calotoiu; Tiziano De Matteis; Johannes de Fine Licht et al.,cpu; nvidia-gpu; fpga; distributed,codegen,high,31,10.1145/3458817.3476176,https://dblp.org/rec/conf/sc/ZiogasSBCMLLH21,,DaCe: data-centric compiler generates portable-performance kernels from Python/NumPy for CPU/GPU/FPGA,none,,0,,
Dense linear algebra,multifrontal QR factorization,SC,2021,STM-multifrontal QR: streaming task mapping multifrontal QR factorization empowered by GCN,Shengle Lin; Wangdong Yang; Haotian Wang 0006; Qinyun Tsai; Kenli Li 0001,arm-cpu; cpu,autotuning,high,5,10.1145/3458817.3476199,https://dblp.org/rec/conf/sc/LinYWT021,,GCN-selected reordering + NUMA-aware task mapping speeds multifrontal sparse QR 1.22x over SuiteSparseQR,verified,https://github.com/lsl036/STM-Multifrontal-QR-Factorization-Empowered-by-GCN,11,,2026-04-27
