venue,year,title,categories,kernels,platform,approach,confidence,cited_by,doi,one_liner,artifact_status,artifact_url,artifact_stars
SC,2025,High-Performance Branch-Free Algorithms for Extended-Precision Floating-Point Arithmetic,primitives,extended-precision floating-point arithmetic,cpu,algorithmic,high,2,10.1145/3712285.3759876,"Branch-free double/triple/quad-precision FP arithmetic algorithms, up to 41x faster than MPFR/FLINT",none,,0
SC,2025,HyTiS: Hybrid Tile Scheduling for GPU GEMM with Enhanced Wave Utilization and Cache Locality,dense_la,GEMM,nvidia-gpu,algorithmic,high,4,10.1145/3712285.3759771,Hybrid tile scheduling for GPU GEMM improving wave quantization utilization and cache locality,none,,0
SC,2025,Improving SpGEMM Performance Through Matrix-Reordering and Cluster-wise Computation,sparse_la,SpGEMM,cpu,algorithmic,high,1,10.1145/3712285.3759885,Matrix-reordering plus cluster-wise computation scheme to improve SpGEMM locality/performance,verified,https://github.com/PASSIONLab/clusterwise-spgemm,5
SC,2025,Insights from Optimizing HPL Performance on Exascale Systems: A Comparative Analysis of Panel Factorization,dense_la,LU panel factorization,amd-gpu; distributed,manual,low,1,10.1145/3712285.3759875,GPU-based HPL panel factorization variant (GPUPDFACT) outperforming CPU PDFACT on Frontier,none,,0
SC,2025,KAMI: Communication-Avoiding General Matrix Multiplication within a Single GPU,dense_la,GEMM; batched GEMM,nvidia-gpu,manual,high,4,10.1145/3712285.3759895,Communication-avoiding GEMM kernel design (KAMI) targeting small/batched matmuls within one GPU,none,,0
SC,2025,LiquidGEMM: Hardware-Efficient W4A8 GEMM Kernel for High-Performance LLM Serving,dense_la; ml_kernels,W4A8 GEMM,nvidia-gpu,manual,high,1,10.1145/3712285.3759852,"Hardware-efficient W4A8 GEMM kernel with fast dequant + pipelined MMA, up to 2.9x over SOTA W4A8 kernels",none,,0
SC,2025,MANS: Efficient and Portable ANS Encoding for Multi-Byte Integer Data on CPUs and GPUs,compression,ANS encoding,cpu; nvidia-gpu; amd-gpu,algorithmic,high,3,10.1145/3712285.3759825,"Portable ANS lossless encoder with adaptive multi-byte mapping for CPU/GPU, up to 288x GPU speedup",verified,https://github.com/hpdps-group/MANS,11
SC,2025,MXBLAS: Accelerating 8-bit Deep Learning with a Unified Micro-Scaled GEMM Library,dense_la; ml_kernels,MX-GEMM,nvidia-gpu,library,high,2,10.1145/3712285.3759809,Unified micro-scaled 8-bit (MX-format) GEMM library removing model-specific kernel coupling,likely,https://github.com/yatorho/MXBLAS,7
SC,2025,Matrix Is All You Need: Rearchitecting Quantum Chemistry to Scale on AI Accelerators,ml_kernels; dense_la,GEMM; ERI evaluation,nvidia-gpu,codegen,high,2,10.1145/3712285.3759829,"Recasts quantum-chemistry ERI evaluation as CUTLASS matmul kernels with quantization+fusion, 20x speedup",none,,0
SC,2025,Parallel Rank-Adaptive Higher Order Orthogonal Iteration,tensor; dense_la,HOOI; Tucker decomposition,cpu; distributed,algorithmic,high,1,10.1145/3712285.3759865,"Parallel rank-adaptive Higher Order Orthogonal Iteration for Tucker decomposition, 82x faster than STHOSVD",none,,0
SC,2025,PerfDojo: Automated ML Library Generation for Heterogeneous Architectures,ml_kernels,ML library kernels,cpu; nvidia-gpu,autotuning,high,1,10.1145/3712285.3759900,RL-driven autotuning environment (PerfDojo) generating optimized ML kernels across CPU/GPU ISAs,none,,0
SC,2025,Rethinking Back Transformation in 2-stage Eigenvalue Decomposition on Heterogeneous Architectures,dense_la,EVD back transformation; GEMM,nvidia-gpu,algorithmic,high,2,10.1145/3712285.3759770,Restructured back-transformation in 2-stage EVD beats MAGMA/cuSOLVER by up to 3.58x/2.21x,verified,https://github.com/hansheng1001/EVD4SC2025,0
SC,2025,SIGMo: High-Throughput Batched Subgraph Isomorphism on GPUs for Molecular Matching,graph,subgraph isomorphism,nvidia-gpu; amd-gpu; intel-gpu; distributed,manual,high,1,10.1145/3712285.3759782,"SYCL GPU subgraph-isomorphism kernel for batched molecular matching, up to 1470x speedup",none,,0
SC,2025,STZ: A High Quality and High Speed Streaming Lossy Compression Framework for Scientific Data,compression,lossy compression; progressive decompression; random-access decompression,cpu,algorithmic,high,1,10.1145/3712285.3759795,"Streaming lossy compressor with hierarchical partitioning enabling progressive/random-access decode, 6.7x faster than SZ3",none,,0
SC,2025,SparStencil: Retargeting Sparse Tensor Cores to Scientific Stencil Computations via Structured Sparsity Transformation,sparse_la; stencil_pde,stencil computation; sparse tensor core GEMM,nvidia-gpu,manual,high,2,10.1145/3712285.3759820,Retargets 2:4 sparse tensor cores to irregular stencil computations via structured sparsity transform,none,,0
SC,2025,Sparsified Preconditioned Conjugate Gradient Solver on GPUs,solver_components; sparse_la,preconditioned conjugate gradient; ILU preconditioner,nvidia-gpu,algorithmic,high,1,10.1145/3712285.3759796,"Sparsified ILU-preconditioned CG solver increases GPU parallelism, up to 3.73x end-to-end speedup",verified,https://github.com/SwiftWare-Lab/SPCG,0
SC,2025,Stability-preserving Lossy Compression for Large-scale Partial Differential Equations,compression,lossy compression,distributed; amd-gpu,algorithmic,medium,5,10.1145/3712285.3759878,"Energy-invariant-preserving lossy compressor for PDE checkpoints, 8.4x faster writes on Frontier",none,,0
SC,2025,StraGCN: GPU-Accelerated Strassen's Sparse-Dense Matrix Multiplication for Graph Convolutional Network Training,sparse_la; dense_la; ml_kernels,SpMM; Strassen matrix multiplication,nvidia-gpu,algorithmic,high,1,10.1145/3712285.3759826,"GPU Strassen's-algorithm SpMM for GCN training, 2-3.3x faster than GNNA/PyG/DGL",verified,https://github.com/CGCL-codes/StraGCN,1
SC,2025,"T2-RELION: Task Parallelism, Tensor Core Accelerated RELION for Cryo-EM 3D Reconstruction",dense_la; ml_kernels,cross-correlation difference kernel; tensor-core GEMM,nvidia-gpu,manual,high,1,10.1145/3712285.3759824,"Tensor-Core-accelerated hot-spot difference kernel for cryo-EM RELION reconstruction, up to 23.7x",likely,https://github.com/Edgarrrrrr/T2-RELION,2
SC,2025,TENSORMD: Accelerating Molecular Dynamics with a High-Performance Machine Learning Interatomic Potential,nbody_md; ml_kernels,MLIP force/energy kernel,nvidia-gpu; distributed,manual,high,1,10.1145/3712285.3759844,Custom ML-interatomic-potential compute kernels outperform framework-based MLIP by 1.88x on A100,none,,0
SC,2025,TurboFNO: High-Performance Fourier Neural Operator with Fused FFT-GEMM-iFFT on GPU,fft_spectral; dense_la,FFT; GEMM; fused FFT-GEMM-iFFT,nvidia-gpu,manual,high,4,10.1145/3712285.3759772,"First fully-fused FFT-GEMM-iFFT GPU kernel for Fourier Neural Operators, up to 150% faster than PyTorch/cuFFT",verified,https://github.com/shixun404/TurboFNO,7
SC,2025,UpANNS: Enhancing Billion-Scale ANNS Efficiency with Real-World PIM Architecture,primitives; ml_kernels,approximate nearest neighbor search; top-k selection,other,algorithmic,medium,7,10.1145/3712285.3759777,"PIM-accelerated billion-scale ANNS with data placement and early-pruning top-k, 4.3x QPS vs Faiss",verified,https://github.com/steam009/UpANNS,0
SC,2025,Utilizing Sparsity in the GPU-accelerated Assembly of Schur Complement Matrices in Domain Decomposition Methods,solver_components; sparse_la,Schur complement assembly,nvidia-gpu,algorithmic,high,1,10.1145/3712285.3759904,GPU-accelerated sparsity-exploiting assembly of Schur complement matrices for domain decomposition,none,,0
SC,2025,Wasp: Efficient Asynchronous Single-Source Shortest Path on Multicore Systems via Work Stealing,graph,SSSP; delta-stepping,cpu,algorithmic,high,2,10.1145/3712285.3759872,Work-stealing asynchronous SSSP kernel on multicore reduces redundant computation vs delta-stepping,none,,0
SC,2025,lsCOMP: Efficient Light Source Compression,compression,lossless compression; lossy compression,nvidia-gpu,manual,high,3,10.1145/3712285.3759814,"Single-kernel GPU compressor for light-source X-ray data, up to 509 GB/s, 20x faster than SOTA GPU compressors",verified,https://github.com/szcompressor/lsCOMP,2
SC,2025,mLR: Scalable Laminography Reconstruction based on Memoization,fft_spectral; solver_components,FFT; ADMM-FFT,nvidia-gpu; distributed,algorithmic,medium,2,10.1145/3712285.3759805,"Memoization replaces redundant FFT ops in ADMM-FFT laminography reconstruction, 52.8% avg speedup",none,,0
TPDS,2025,$\text {GPUSCAN}^{++}$: Efficient Structural Graph Clustering on GPUs,graph,structural graph clustering (SCAN),nvidia-gpu,algorithmic,high,2,10.1109/TPDS.2025.3582996,"GPUSCAN++: progressive out-of-core structural graph clustering on GPU, up to 168x speedup",none,,0
TPDS,2025,Accelerating Half-Precision Seismic Simulation on Neural Processing Unit,stencil_pde; dense_la,3D finite-difference stencil (CGFDM),other; cpu,manual,high,2,10.1109/TPDS.2025.3584773,"Half-precision/mixed-precision CGFDM seismic stencil solver on Ascend NPU matrix units, 4.19x speedup",none,,0
TPDS,2025,Accelerating Sparse Tensor Decomposition Using Adaptive Linearized Representation,sparse_la; tensor,MTTKRP; CPD sparse tensor decomposition,cpu,algorithmic,high,2,10.1109/TPDS.2025.3553092,ALTO: mode-agnostic linearized sparse tensor format speeding up CPD/MTTKRP decomposition on CPU,none,,0
TPDS,2025,An Efficient GPU Algorithm for Lattice Boltzmann Method on Sparse Complex Geometries,stencil_pde,lattice Boltzmann method,nvidia-gpu,manual,high,3,10.1109/TPDS.2024.3510810,GPU LBM algorithm with compact addressing/memory layout for sparse complex-geometry fluid simulation,none,,0
TPDS,2025,CAT: Cellular Automata on Tensor Cores,dense_la; stencil_pde,cellular automata neighborhood kernel via tensor-core matmul,nvidia-gpu; cpu,algorithmic,high,0,10.1109/TPDS.2024.3520395,"CAT: mapping large-radius cellular automata onto GPU tensor cores (and CPU AMX), up to 101x speedup",verified,https://github.com/temporal-hpc/CAT,0
TPDS,2025,Chameleon: An Efficient FHE Scheme Switching Acceleration on GPUs,fft_spectral,NTT (number theoretic transform); FHE bootstrapping,nvidia-gpu,manual,high,3,10.1109/TPDS.2025.3604866,"Chameleon: GPU NTT acceleration (stage fusion, coefficient shuffling) for FHE scheme switching",none,,0
TPDS,2025,Cube-fx: Mapping Taylor Expansion Onto Matrix Multiplier-Accumulators of Huawei Ascend AI Processors,dense_la,Taylor expansion via matrix multiply-accumulate,other,algorithmic,high,1,10.1109/TPDS.2025.3557444,"Cube-fx: mapping Taylor-expansion function evaluation onto Huawei Ascend matrix MACs, 1.64x speedup",none,,0
TPDS,2025,Efficient Parallel Sparse Tensor Contraction,sparse_la; tensor,SpGETT (sparse tensor contraction); SpGEMM,cpu,algorithmic,high,0,10.1109/TPDS.2025.3557750,Hashing-based parallel sparse tensor contraction (SpGETT) beats SpGEMM-based approaches by ~21-25%.,verified,https://github.com/ssomesh/parTC,0
TPDS,2025,Graphite: Hardware-Aware GNN Reshaping for Acceleration With GPU Tensor Cores,sparse_la; ml_kernels,SpMM,nvidia-gpu,manual,high,2,10.1109/TPDS.2025.3549180,"Graphite reshapes sparse GNN adjacency into dense blocks for GPU tensor-core SpMM, 1.55x over cuSPARSE-style SpMM.",none,,0
TPDS,2025,High Performance Householder QR Factorization on Emerging GPU Architectures Using Tensor Cores,dense_la,QR factorization (Householder),nvidia-gpu,manual,high,4,10.1109/TPDS.2024.3522776,Tensor-core recursive Householder QR converting tall-skinny to square GEMMs; up to 8.67x speedup.,none,,0
TPDS,2025,High Performance OpenCL-Based GEMM Kernel Auto-Tuned by Bayesian Optimization,dense_la,GEMM,fpga; other,autotuning,high,2,10.1109/TPDS.2025.3587673,"OpenCL GEMM kernel with double-buffer pipeline and prefetching, auto-tuned via Bayesian optimization.",verified,https://github.com/lsl036/CL-DB-GEMM,1
TPDS,2025,Parallel Greedy Algorithms for Steiner Forest,graph,Steiner Forest (parallel greedy),cpu,algorithmic,medium,0,10.1109/TPDS.2025.3563849,"Family of parallel greedy algorithms for the Steiner Forest problem on multicore, near-sequential solution quality.",none,,0
TPDS,2025,Parallel Multi Objective Shortest Path Update Algorithm in Large Dynamic Networks,graph,dynamic multi-objective shortest path,cpu; nvidia-gpu,algorithmic,high,8,10.1109/TPDS.2025.3536357,"DynaMOSP: parallel algorithm updating multi-objective shortest paths in dynamic networks, up to 105x on GPU.",none,,0
TPDS,2025,Performance Portability Assessment in Gaia,sparse_la,SpMV,nvidia-gpu; amd-gpu,manual,medium,0,10.1109/TPDS.2025.3591452,Ports/optimizes 6 SpMV-based LSQR solver kernels (Gaia astrometry) across 7 GPU frameworks for portability.,none,,0
TPDS,2025,"Productivity, Portability, Performance, and Reproducibility: Data-Centric Python",dense_la; stencil_pde,various numerical kernels (NPBench-style),cpu; nvidia-gpu; fpga; distributed,codegen,high,1,10.1109/TPDS.2025.3549310,DaCe: data-centric Python-to-HPC compiler for portable kernel performance across CPU/GPU/FPGA (SC21 reproducibility).,none,,0
TPDS,2025,SSpMM: Efficiently Scalable SpMM Kernels Across Multiple Generations of Tensor Cores,sparse_la; dense_la; ml_kernels,SpMM,nvidia-gpu,manual,high,1,10.1109/TPDS.2025.3616981,"SSpMM: Tensor Core SpMM library scalable across GPU generations via Transpose Mapping, 1.9-2.8x over SOTA",verified,https://github.com/xuezy-mmi/SSpMM,5
TPDS,2025,The Megapixel Approach for Efficient Execution of Irregular Wavefront Algorithms on GPUs,primitives,irregular wavefront propagation; flood fill / morphological reconstruction,nvidia-gpu,algorithmic,high,0,10.1109/TPDS.2025.3612696,"IWMPP: coarse-grained megapixel wavefront propagation kernel, up to 45.6x faster than IWPP on GPU",none,,0
TPDS,2025,ToT: Triangle Counting on Tensor Cores,graph; sparse_la; dense_la; primitives,triangle counting; SpGEMM,nvidia-gpu,manual,high,1,10.1109/TPDS.2025.3606878,"ToT: Tensor Core triangle counting via sparse matrix ops, 3.81x speedup, 17x memory savings",verified,https://github.com/yuang-chen/ToT-TPDS25,1
ASPLOS,2024,A shared compilation stack for distributed-memory parallelism in stencil DSLs,stencil_pde,FD stencil,cpu; distributed,codegen,medium,9,10.1145/3620666.3651344,Shared MLIR stack with distributed message-passing codegen for stencil DSLs (Devito/PSyclone/OEC),none,,0
ASPLOS,2024,Accelerating Multi-Scalar Multiplication for Efficient Zero Knowledge Proofs with Multi-GPU Systems,primitives,MSM; big-integer multiplication; elliptic curve arithmetic,nvidia-gpu; distributed,manual,high,14,10.1145/3620666.3651364,Multi-GPU multi-scalar multiplication for ZKPs with tensor-core big-int kernels; 6.39x avg speedup,none,,0
ASPLOS,2024,Boost Linear Algebra Computation Performance via Efficient VNNI Utilization,dense_la,GEMM; dense linear algebra,cpu,codegen,high,1,10.1145/3620666.3651333,Compiler technique for efficient Intel VNNI utilization in dense linear algebra kernels,none,,0
ASPLOS,2024,DTC-SpMM: Bridging the Gap in Accelerating General Sparse Matrix Multiplication with Tensor Cores,sparse_la; ml_kernels,SpMM,nvidia-gpu,manual,high,37,10.1145/3620666.3651378,"General SpMM on tensor cores via compression format, reordering, pipelining; up to 1.91x end-to-end GNN",verified,https://github.com/HPMLL/DTC-SpMM_ASPLOS24,47
ASPLOS,2024,EVT: Accelerating Deep Learning Training with Epilogue Visitor Tree,ml_kernels; dense_la,fused GEMM epilogue; kernel fusion,nvidia-gpu,codegen,high,3,10.1145/3620666.3651369,Epilogue Visitor Tree compiler generating fused SOTA GPU kernels for DNN training graphs,none,,0
ASPLOS,2024,Felix: Optimizing Tensor Programs with Gradient Descent,ml_kernels; tensor,DNN tensor operators; GEMM; conv,nvidia-gpu,autotuning,high,10,10.1145/3620666.3651348,"Gradient-descent search over tensor program schedules, replacing costly discrete autotuning",none,,0
ASPLOS,2024,Fractal: Joint Multi-Level Sparse Pattern Tuning of Accuracy and Performance for DNN Pruning,sparse_la; ml_kernels,sparse GEMM; pruned DNN operators,nvidia-gpu,autotuning,high,6,10.1145/3620666.3651351,Auto-tunes multi-level sparse tiling patterns for pruned DNN ops; up to 3.16x at 75% sparsity on GPUs,none,,0
ASPLOS,2024,GPU-based Private Information Retrieval for On-Device Machine Learning Inference,dense_la,matrix-vector multiplication (LWE-based PIR),nvidia-gpu,manual,medium,10,10.1145/3617232.3624855,"GPU acceleration of PIR's core matrix-vector-multiply kernel for private embedding retrieval, >100x over CPU.",verified,https://github.com/facebookresearch/GPU-DPF,0
ASPLOS,2024,Hector: An Efficient Programming and Compilation Framework for Implementing Relational Graph Neural Networks in GPU Architectures,ml_kernels; sparse_la,GEMM; SpMM,nvidia-gpu,codegen,medium,3,10.1145/3620666.3651322,"Two-level IR + code generator for RGNN GPU kernels (GEMM + traversal), up to 43.7x training speedup",none,,0
ASPLOS,2024,JUNO: Optimizing High-Dimensional Approximate Nearest Neighbour Search with Sparsity-Aware Algorithm and Ray-Tracing Core Mapping,primitives,ANN search,nvidia-gpu,algorithmic,medium,18,10.1145/3620665.3640360,"Sparsity/locality-aware ANN search mapped to GPU ray-tracing + tensor cores, 2.2-8.5x throughput",none,,0
